customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10010,individual,7,0,12.0,42.0,19.442788691259306,54.03435851998153,54.0,73.47714721124083,21677.95014242698,611.889318103807,21066.060824323173,2,1,12,0.7552004703049917,1.3985193894536885,79.71988170462149,80.69684080446785,58.68050233040234,3.062989823811006,3.809743494211537,1062,7,5,113,1541.846311616971,68,927.8367184951684,45,614.0095931218026,54,59,60.0,53.0,99,15,2999,700,-1.364150463798387,0.7443249536322661,6.6,0.5,141.13248790642564,less_10K,-22.768921317510813
10011,individual,3,0,48.0,20.0,57.8061857450581,24.809052377289447,68.0,82.61523812234755,26131.712257918414,1253.5889284034317,24878.123329514983,2,3,14,2.4198095253537204,3.5585434196378243,28.138786726340232,28.48362471610033,82.24159326321805,23.497606414271093,29.22629793622069,485,8,7,55,750.4561693710921,36,491.2076744974421,19,259.24849487365,25,30,42.0,13.0,99,15,999,180,0.3027518273880876,3.220324030022434,6.6,0.5,170.12833501248966,10K_to_20K,-16.755661168822037
10012,corporate,9,0,73.0,6.0,144.25567207190497,9.673072296662081,79.0,153.92874436856704,18242.342066622237,453.90864912591206,17788.433417496326,3,9,9,2.985652268510014,3.7793066690000177,46.841488690874485,47.41552640453366,75.6137692254741,35.07003650391195,43.62007420785463,965,3,3,103,1405.3997353676814,36,491.2076744974421,67,914.1920608702393,49,54,18.0,85.0,300,90,2999,700,3.430863223999654,1.4470693602263331,3.3333333333333335,1.5,39.58841594319062,20K_to_30K,2.8420439893386034
10013,individual,8,0,22.0,3.0,29.91010181521875,5.771415759261663,25.0,35.68151757448041,4964.740052592184,2785.7286537727127,2179.0113988194707,1,5,6,1.2903093298945303,5.161237319578121,36.19339848628461,36.63694492977477,57.20785984236761,58.18000849664381,72.36423286169465,882,2,3,95,1296.24247436825,44,600.3649354968736,51,695.8775388713764,45,50,87.0,8.0,2999,700,2999,700,0.5588167123443457,0.08349032410175956,4.284285714285715,4.0,4.0403157980079625,30K_to_50K,2.436953258371534
10014,individual,10,0,1.0,0.0,1.5329715981431784,0.0,1.0,1.5329715981431784,6109.698094399019,738.9919803599788,5370.706114039041,0,5,5,0.042718187199195796,4.27181871991958,52.3688108738269,53.010585362666276,30.497270723123304,13.129820477972242,16.330856784853164,637,6,9,70,955.1260337450262,48,654.9435659965894,22,300.1824677484368,33,37,13.0,57.0,1500,365,128,28,0.6224604603777353,1.117121308048771,4.109589041095891,3.0,6.629446717012825,10K_to_20K,-0.3527550737151284
10015,individual,8,0,71.0,64.0,96.42432252676188,71.24516478020738,135.0,167.66948730696924,8665.277628153635,71.25934502340648,8594.018283130228,4,1,12,5.55160254098727,4.112298178509089,3.2747178523982976,3.3148491889848697,65.14777994114161,51.90957858089326,64.56507878297903,279,6,7,34,463.9183592475842,20,272.89315249857896,14,191.02520674900524,15,19,9.0,25.0,2999,700,128,28,0.9079634278192144,1.6297195715974464,4.284285714285715,4.0,7.051820986453153,less_10K,1.7835395326650856
10016,corporate,6,0,56.0,22.0,88.23843144656618,35.30905513547704,78.0,123.54748658204322,10878.15020175612,2672.270787901954,8205.879413854165,3,4,6,1.20806947415986,1.5488070181536666,85.6606168693477,86.71037907871776,24.415874054629295,18.517086920854062,23.031533072708676,1153,8,5,122,1664.6482302413315,33,450.2737016226552,89,1214.3745286186763,59,63,24.0,98.0,999,180,2999,700,0.9416237473671423,5.24256923896642,5.55,3.0,11.803548396002736,30K_to_50K,-5.279509298807336
10017,individual,6,0,117.0,36.0,200.25025959334562,49.70822745656932,153.0,249.95848704991494,824.0792964625243,402.3375369994534,421.7417594630709,5,2,11,1.8163007484258318,1.1871246721737463,53.07865916377618,53.72913277172546,75.5762131682848,19.883556031327217,24.73114590302128,307,8,5,37,504.852332122371,9,122.80191862436052,28,382.05041349801047,16,21,20.0,17.0,128,28,99,15,-4.71558059394472,3.0482498648321914,4.571428571428571,1.0,2.6825497931722797,less_10K,-2.3832870027394177
10018,individual,8,0,78.0,50.0,127.36541004985406,82.64690981294277,128.0,210.01231986279683,34855.861069086095,1278.2601373907512,33577.60093169534,5,0,,2.572714549889318,2.0099332421010296,56.96816949456795,57.666308658842226,33.0475966429265,55.33707402819443,68.82819398508849,796,8,2,86,1173.4405557438895,64,873.2580879954526,22,300.1824677484369,41,45,62.0,24.0,99,15,1500,365,0.45933029275467185,1.2121128560897636,6.6,0.5,226.92617883519594,less_10K,-26.40872393199867
10019,individual,4,1,56.0,13.0,102.04661962431598,18.412814525564134,69.0,120.45943414988011,18830.428443454148,280.70160526194655,18549.7268381922,2,3,12,3.065242152638068,4.442379931359519,72.41134011915602,73.2987337799193,79.47612192855338,53.12707195636234,66.07939575209906,514,4,6,58,791.3901422458789,28,382.05041349801047,30,409.33972874786843,27,31,58.0,0.0,300,90,999,180,-4.393141793040758,17.265444044242656,3.3333333333333335,1.5,40.86464505957932,30K_to_50K,4.336967241276021
10020,individual,7,0,53.0,110.0,61.7653887560604,218.20553622557787,163.0,279.9709249816383,9767.912011266668,4852.804688226585,4915.107323040082,5,5,7,7.554864303307666,4.6348860756488754,11.541850135754762,11.683294343624617,42.032215868440005,21.4600028403093,26.691928772034366,1086,4,2,115,1569.135626866829,59,805.0347998708079,56,764.100826996021,55,60,89.0,26.0,999,180,2999,700,-0.5055496631414614,1.5488000827417967,5.55,3.0,10.598862859447339,30K_to_50K,-8.162544029585405
10021,individual,10,0,13.0,35.0,21.059050388042113,48.06533770153603,48.0,69.12438808957815,12843.957430789822,3503.724483551939,9340.232947237882,2,3,5,0.8207229447902796,1.7098394683130824,17.313036213130996,17.52520572358083,62.56960528146418,63.54681644655333,79.03946289768975,376,4,6,44,600.3649354968736,17,231.9591796237921,27,368.4057558730815,20,24,35.0,9.0,99,15,99,15,1.48571300102775,0.8464585681824246,6.6,0.5,83.61951452337124,50K_above,-5.370880762936689
10022,individual,3,0,1.0,129.0,1.8005925587631149,142.70263078715053,130.0,144.50322334591365,1717.8425492217584,1118.5928214452551,599.2497277765032,4,4,13,4.027849275493835,3.098345596533719,30.509613390978704,30.88350562209805,50.28843382038827,37.03417122834588,46.06306289492017,497,7,4,56,764.1008269960209,34,463.9183592475842,22,300.18246774843675,26,30,36.0,20.0,128,28,500,120,1.8163350995739491,1.246132543334784,4.571428571428571,1.0,5.591935381581245,less_10K,0.7043683339620843
10023,individual,9,0,119.0,39.0,153.6555780315906,51.541312069699806,158.0,205.19689010129042,295.59180003716943,100.75223173516552,194.83956830200393,5,2,11,6.7093437328250545,4.24642008406649,97.11788840494793,98.30805831998404,95.87038807451329,61.765187028404924,76.82347411701478,516,3,6,58,791.3901422458789,43,586.7202778719447,15,204.66986437393416,27,31,28.0,30.0,500,120,999,180,-1.0609440172371185,0.8480331203519975,4.166666666666667,2.0,0.4811064453729971,10K_to_20K,13.821795891802573
10024,individual,2,0,7.0,91.0,10.195148311227124,148.68851014689815,98.0,158.88365845812527,9670.435412815601,1287.4072400533596,8383.02817276224,3,1,12,1.502076288509231,1.5327309066420725,2.1116689920314253,2.1375472822836916,7.294983512616704,34.04830460311141,42.349245153300316,445,6,7,51,695.8775388713763,16,218.31452199886314,35,477.5630168725131,23,28,10.0,41.0,1500,365,300,90,-4.36343606353331,0.5687318938713013,4.109589041095891,3.0,10.493093980919706,50K_above,-11.701031512550436
10025,individual,9,0,39.0,28.0,58.42336799002868,52.533817626894866,67.0,110.95718561692354,48353.08630207131,1239.1670313436084,47113.919270727696,2,6,8,2.999451810916791,4.476793747637002,36.41063665193892,36.85684532721157,3.845959802975607,70.95444542008607,88.2530639583476,272,8,7,34,463.9183592475842,12,163.73589149914736,22,300.1824677484368,15,19,26.0,8.0,500,120,99,15,2.230728112786695,1.1592561985996224,4.166666666666667,2.0,78.69968473644418,50K_above,-3.815534760762037
10026,individual,10,0,20.0,480.0,23.610879762607865,658.1467028147807,500.0,681.7575825773886,4974.00170386235,805.0552655512565,4168.9464383110935,16,7,6,23.376736571754762,4.675347314350953,31.283719515670775,31.66709833917578,26.32876140836847,72.08208251016175,89.65561777499798,1102,1,5,117,1596.4249421166867,84,1146.1512404940315,33,450.27370162265515,56,61,44.0,73.0,1500,365,2999,700,5.169895499968762,2.89339564893168,4.109589041095891,3.0,5.39713726547564,20K_to_30K,0.9070952215986967
10027,individual,8,0,36.0,81.0,49.25890262805781,131.6442973176488,117.0,180.9031999457066,9338.398161354711,225.3855149938916,9113.01264636082,4,3,8,4.629738657263692,3.9570415874048654,83.41656824317994,84.43882986324962,92.60315544975886,51.41308385038419,63.94753916376025,439,7,5,50,682.2328812464473,34,463.9183592475842,16,218.31452199886309,23,27,21.0,29.0,300,90,999,180,-8.444559570959054,2.2055496171961337,3.3333333333333335,1.5,20.265621009884356,30K_to_50K,-3.0233114252149935
10028,individual,4,0,24.0,15.0,26.700424948948847,20.850273081194427,39.0,47.55069803014327,10663.372535443323,977.9246634423574,9685.447872000965,1,2,13,1.3305791815661479,3.4117414911952513,59.90944482583167,60.64362902226842,79.14412415868617,6.048168207405493,7.522705201609536,592,5,1,66,900.5474032453104,35,477.5630168725131,31,422.9843863727973,31,35,55.0,11.0,2999,700,1500,365,4.089664673896096,3.356871907250911,4.284285714285715,4.0,8.677874784703224,20K_to_30K,4.212381784380714
10029,individual,4,0,19.0,80.0,19.974285132973947,143.75372505526948,99.0,163.72801018824345,9806.08731640815,725.3344500357379,9080.752866372412,3,2,14,1.2986124616885328,1.3117297592813464,63.93693725385345,64.72047796328275,38.766166541597016,6.46953332323671,8.046798685775391,444,8,5,51,695.8775388713763,24,327.4717829982947,27,368.40575587308155,23,28,38.0,13.0,1500,365,999,180,-0.42143815244979355,0.763228140741546,4.109589041095891,3.0,10.640285716588703,50K_above,-4.951208391774549
10030,corporate,3,0,99.0,25.0,100.58273086042577,36.081373177594976,124.0,136.66410403802075,4952.167099597364,847.340945190816,4104.826154406547,4,6,4,4.285092441223849,3.455719710664394,40.02576574643851,40.51627746369355,98.76577827800295,47.18718205964423,58.69136699848118,544,2,9,61,832.3241151206657,39,532.1416473722289,22,300.1824677484368,28,33,35.0,26.0,128,28,999,180,0.8921132549373336,0.9277492967627553,4.571428571428571,1.0,16.1203356106685,less_10K,5.396782885188536
10031,individual,6,0,68.0,112.0,135.59781263528484,127.2700158823224,180.0,262.8678285176072,3560.153190534472,2106.8861210100554,1453.2670695244162,6,5,14,10.015348919258951,5.56408273292164,31.043359045147525,31.423792275358863,27.794636419121876,17.114787238756964,21.287354215412556,329,2,3,40,545.7863049971579,20,272.89315249857896,20,272.89315249857896,18,22,35.0,5.0,999,180,128,28,4.22946294902377,0.7285134333004524,5.55,3.0,3.8630134445903557,30K_to_50K,8.471361187953928
10032,corporate,7,0,59.0,21.0,71.86325885547747,38.642994898742415,80.0,110.50625375421988,2768.5147034458423,501.794864836598,2266.719838609244,3,8,10,4.396071901592195,5.495089876990243,90.99447322251122,92.10960130285439,72.44764143440547,57.980520479152105,72.1161098771179,451,1,6,52,709.5221964963052,30,409.3397287478684,22,300.18246774843686,24,28,0.0,52.0,999,180,500,120,1.1995150175879967,0.2923720175571331,5.55,3.0,3.0040307112042557,less_10K,14.010705806780393
10033,corporate,7,0,60.0,97.0,67.61939414813045,104.43152612361214,157.0,172.0509202717426,5278.6224112670025,558.9046660513718,4719.71774521563,5,6,6,4.710863506096291,3.0005500038829878,12.369281689242673,12.520865987243058,36.705170189351264,29.827200818565554,37.099040743036646,570,8,7,64,873.2580879954526,27,368.40575587308155,37,504.852332122371,30,34,24.0,40.0,99,15,500,120,-3.5536777607915373,2.3855727608570914,6.6,0.5,34.366031323352885,20K_to_30K,-9.453561536000581
10034,individual,1,0,86.0,30.0,93.96255716897984,49.773982884481164,116.0,143.736540053461,7028.058678880939,767.1571595709327,6260.901519310006,4,4,13,4.063324425237759,3.502865883825655,4.319289137637015,4.372221589839054,71.18825706732734,7.861581783837668,9.778227084647185,455,5,3,52,709.5221964963052,18,245.60383724872105,34,463.9183592475842,24,28,46.0,6.0,2999,700,99,15,0.3175984601680616,1.835480267502836,4.284285714285715,4.0,5.719448794662223,20K_to_30K,-0.9549408169536759
10035,individual,6,0,16.0,43.0,18.05913547181638,62.05587565474235,59.0,80.11501112655873,5553.929311431631,3457.5203230979814,2096.408988333649,2,7,4,2.0223694758453217,3.427744874314105,80.14543749166204,81.1276117347042,13.247317580936723,62.292968966762906,77.47992873217244,1028,6,10,109,1487.267681117255,64,873.2580879954526,45,614.0095931218025,52,57,16.0,93.0,2999,700,1500,365,0.5663666742634978,1.4310054390279199,4.284285714285715,4.0,4.519799244329126,less_10K,-0.8704760381632752
10036,individual,8,0,95.0,68.0,164.1129254505382,123.59606962315432,163.0,287.7089950736925,20967.024627241393,3294.305786433311,17672.718840808084,5,3,8,4.72704619381328,2.9000283397627484,16.869676489952624,17.076412671767205,79.50328750031093,13.859212401080406,17.238073685213074,757,2,2,82,1118.8619252441736,17,231.9591796237921,65,886.9027456203814,39,43,13.0,69.0,99,15,1500,365,-4.865098740038033,7.147306472008879,6.6,0.5,136.50406658360282,30K_to_50K,-18.95691128016605
10037,individual,2,0,107.0,15.0,211.49797736729846,20.58056149485139,122.0,232.07853886214986,21099.57484649143,2289.7042812548684,18809.87056523656,4,6,12,6.172760335496456,5.05963961925939,81.15900717746455,82.15360261465176,58.31651553159458,72.01526323158583,89.5725080271746,249,8,1,32,436.6290439977263,6,81.86794574957368,26,354.7610982481526,14,18,27.0,5.0,300,90,99,15,0.4635684803859095,2.3547334936997935,3.3333333333333335,1.5,45.78900791339285,10K_to_20K,6.280725635856314
10038,individual,7,0,216.0,9.0,415.12263870012663,12.77702521620095,225.0,427.8996639163276,2470.598331766577,139.7262735697393,2330.8720581968378,7,9,14,9.892082156474778,4.396480958433235,89.91937568226172,91.02132855081693,32.174236753031906,27.55009187056732,34.26677504864614,385,1,3,45,614.0095931218026,23,313.8271253733658,22,300.1824677484368,20,25,23.0,22.0,1500,365,300,90,-4.161733517709097,2.3536704626122606,4.109589041095891,3.0,2.6807707592953305,less_10K,7.414796875747527
10039,individual,2,0,95.0,4.0,110.94701687338903,5.894045921244197,99.0,116.84106279463323,7670.706013608563,2682.778920679062,4987.927092929501,3,1,8,2.2779212935836086,2.3009305995794027,10.71078254819628,10.842042106705252,51.24717319309302,67.42783682069584,83.86667192279037,478,6,2,54,736.8115117461631,37,504.852332122371,17,231.95917962379207,25,29,14.0,40.0,2999,700,128,28,-3.919642852533892,0.278572711260151,4.284285714285715,4.0,6.242436534512177,10K_to_20K,-4.966481963986472
10040,individual,4,0,125.0,153.0,204.84347868892672,297.8090048084684,278.0,502.6524834973951,29742.257231664662,155.72659587194778,29586.530635792715,9,1,4,3.859708098143977,1.3883842079654594,92.14084535738859,93.27002211247927,8.798796351273253,61.55958415617695,76.56774548260256,336,7,3,40,545.7863049971579,13,177.3805491240763,27,368.4057558730816,18,22,37.0,3.0,99,15,99,15,-1.657246860025574,9.944065348176334,6.6,0.5,193.6344871853168,30K_to_50K,-15.141705641155411
10041,individual,9,0,43.0,8.0,81.23125920696282,14.508941732792449,51.0,95.74020093975527,1834.2985045368287,21.37570272136962,1812.922801815459,2,5,7,2.0785036627925457,4.0754973780245995,67.92225566765126,68.75463605178768,58.86011150096137,14.346212025260167,17.843803301250084,335,6,3,40,545.7863049971579,14,191.02520674900524,26,354.7610982481527,18,22,33.0,7.0,500,120,99,15,0.3643251325232235,3.47706326378005,4.166666666666667,2.0,2.9855118888945777,less_10K,10.5027324438097
10042,individual,7,0,297.0,383.0,396.4504238246153,666.9363648262172,680.0,1063.3867886508324,5553.290192302929,282.5532321985568,5270.736960104373,22,2,11,21.305390036106086,3.1331455935450125,27.823143753598213,28.16411357060229,4.073355339788376,55.78061694687684,69.37987219691861,871,3,3,94,1282.597816743321,37,504.852332122371,57,777.7454846209498,45,49,24.0,70.0,2999,700,1500,365,0.5652869838338936,4.651584186319292,4.284285714285715,4.0,4.519279127850692,10K_to_20K,-2.887497260945846
10043,individual,7,0,59.0,0.0,66.3448629743178,0.0,59.0,66.3448629743178,23645.00954895578,1022.1886952227527,22622.820853733025,2,2,14,1.8814878976789269,3.188962538438859,83.57010176096438,84.59424491879007,19.290498120686927,50.595744758409346,62.93093366804181,577,8,6,64,873.2580879954526,43,586.7202778719447,21,286.5378101235078,30,34,6.0,58.0,1500,365,500,120,5.108395898229123,0.6315928855771531,4.109589041095891,3.0,25.65647737516903,30K_to_50K,2.0500945548266003
10044,corporate,6,0,3.0,2.0,3.5532659514811367,2.091328250518421,5.0,5.644594201999558,18177.52574654863,2384.4686466270136,15793.057099921614,0,5,12,0.18208373578956302,3.64167471579126,60.375703988943904,61.11560214433982,39.11951000014393,6.059760465363979,7.53712363976341,1056,3,9,112,1528.2016539920419,64,873.2580879954526,48,654.9435659965893,54,58,35.0,77.0,99,15,2999,700,0.48170066697163083,8.5369440347068,6.6,0.5,118.34326657909263,50K_above,-12.04390700619934
10045,individual,5,0,110.0,61.0,127.17252344546374,71.18401053714909,171.0,198.35653398261283,7028.497122263624,667.9659355766851,6360.531186686939,6,3,9,3.268018219059316,1.9111217655317638,92.62605162107977,93.76117452993385,81.44482459485054,58.13981647029273,72.31424206194733,487,6,4,55,750.4561693710921,22,300.1824677484368,33,450.27370162265527,25,30,13.0,42.0,2999,700,500,120,-0.2610065158802901,5.872055536351927,4.284285714285715,4.0,5.719805600800475,less_10K,7.08140623723607
10046,individual,4,0,6.0,18.0,6.081944970782749,34.10539338907207,24.0,40.18733835985482,3711.7979058302903,368.62070504408314,3343.1772007862073,1,8,13,1.2111554465625698,5.046481027344041,86.38079700684487,87.43938495107318,19.345714309917717,12.588032504399965,15.656981477950938,318,6,7,38,518.4969897473,13,177.3805491240763,25,341.11644062322364,17,21,33.0,5.0,2999,700,99,15,1.8638032086149559,0.8039368572199939,4.284285714285715,4.0,3.020668868676994,30K_to_50K,8.563489603140724
10047,individual,10,1,31.0,80.0,39.693943839000596,94.89884055413253,111.0,134.59278439313312,12766.538748955772,607.2445672906678,12159.294181665105,4,0,,2.732375078850113,2.4615991701352367,33.28411504709746,33.69200851583187,17.918884304269046,47.61459621017732,59.222984265593546,385,1,8,45,614.0095931218026,11,150.0912338742184,34,463.9183592475842,20,25,33.0,12.0,500,120,300,90,1.218815112379518,2.8848638726850893,4.166666666666667,2.0,20.77887166171187,20K_to_30K,0.463804812974451
10048,individual,3,0,24.0,38.0,44.39041074011581,41.71135892539645,62.0,86.10176966551226,12452.907115763595,5491.094589832215,6961.812525931379,2,4,12,1.3466766863731174,2.1720591715695443,10.65097788275936,10.781504541132724,18.79779897216406,78.56917147850697,97.72425215353961,689,3,1,76,1036.9939794946,36,491.2076744974421,40,545.7863049971578,36,40,18.0,58.0,1500,365,999,180,-3.4159546705284636,0.6359229199065487,4.109589041095891,3.0,13.512269005819874,10K_to_20K,-8.209640330843687
10049,individual,2,0,70.0,103.0,92.9035384926027,183.71854330790157,173.0,276.62208180050425,9626.492449484298,7130.097576407707,2496.3948730765915,6,4,6,3.4839656163818846,2.013852957446176,53.201339090132,53.85331612819005,75.21397756630743,36.96008444842616,45.970913836633365,356,2,1,42,573.0756202470158,20,272.89315249857896,22,300.1824677484368,19,23,28.0,14.0,1500,365,99,15,-0.8726353008050636,5.309678323269942,4.109589041095891,3.0,10.445412814110567,10K_to_20K,4.636259115086862
10050,corporate,1,0,125.0,32.0,170.40793597691012,54.96544791853232,157.0,225.37338389544243,35006.83667914149,461.8757869099933,34544.960892231495,5,4,12,4.1161317040240055,2.621739938868793,14.217031746579506,14.391260034939101,75.4604734431601,26.331466333669987,32.75104989834243,518,1,6,58,791.3901422458789,35,477.5630168725131,23,313.8271253733658,27,31,44.0,14.0,300,90,999,180,1.1976160092714858,3.256270945036336,3.3333333333333335,1.5,75.9696976543869,10K_to_20K,-7.393086538739474
10051,individual,1,0,161.0,181.0,167.30958635144756,337.6844703259938,342.0,504.99405667744134,1762.3753332643519,941.914715582563,820.460617681789,11,4,8,5.143151700900165,1.5038455265789956,91.53368029032032,92.65541629882813,88.5067475455136,38.13665553826616,47.43433171029062,564,7,4,63,859.6134303705236,30,409.3397287478684,33,450.2737016226552,29,34,7.0,56.0,2999,700,999,180,-0.624180195042227,2.5127231612634717,4.284285714285715,4.0,1.4342247178258072,less_10K,3.1204207746436
10052,individual,8,0,21.0,76.0,39.65009041078389,127.45191851355602,97.0,167.1020089243399,4183.348572680906,532.6050140202182,3650.743558660688,3,2,8,2.0252420161710485,2.087878367186648,30.84961883439323,31.227677797886464,3.1091802953520764,15.311127266925169,19.043963855432068,392,5,7,46,627.6542507467316,19,259.24849487365,27,368.4057558730816,21,25,20.0,26.0,99,15,99,15,-3.140782142550705,5.590035714796226,6.6,0.5,27.23534227005798,50K_above,-6.060666173715727
